title,category,sub_category,price,sale_price,country,alcohol,volume,brand,url,scrapped_time,desc_1,desc_2,desc_3
Dewar’s 12 Years 1L,Whisky,Premium Whisky,"8,800","8,250",Scotland,40%,1L,Dewar’s,https://liquorworld.com.np/product/dewars-12-years-1l/,2023-09-25,"Dewar’s 12-Year-Old Blended Scotch Whisky is a popular whisky produced by Dewar’s, a well-known Scottish distillery. It is part of their range of blended Scotch whiskies and is aged for a minimum of 12 years before being bottled and released for sale.","It is famous for its ‘double-aged’ blend, with six months of marrying in oak casks after initial maturation and blending for extra smoothness.","This Scotch whisky’s unique taste combines malt and whisky with dried tropical fruit, citrus and vanilla flavours."
Chivas Regal 25 Years 700ML,Whisky,Premium Whisky,"51,000","46,360",Scotland,40%,750ML,Chivas Regal,https://liquorworld.com.np/product/chivas-regal-25-years-700ml/,2023-09-25,"Chivas Regal 25 years old is the world’s first luxury whisky is an enticingly fruity blend. A smooth New York high society regular since 1909. Recently relaunched, with some rather smart new packaging, it is as good as ever with aromas of sweet orange and peach, followed by notes of marzipan and nuts which carries onto the palate along with hints of rich chocolate orange, and a fondant creaminess.",Colour: Rich gold.,Nose: Enticing fruity aromas of sweet orange and peach followed by notes of marzipan and nuts.
Chivas Regal 18 Years 750ML,Whisky,Premium Whisky,"13,800","12,545",Scotland,40%,750ML,Chivas Regal,https://liquorworld.com.np/product/chivas-regal-18-years-750ml/,2023-09-25,"Chivas Regal 18 Years is a complex yet refined whisky. An incredible blend of 85 flavour notes in every drop. The creation of Custodian Master Blender, intent on making a perfectly balanced and exceptionally smooth Scotch. Velvety, with hints of dark chocolate and multi-layered aromas of dried fruit and buttery toffee.","Colour: Intense, dark amber.","Nose: Rich, indulgent, multi-layered aromas with hints of dried fruits, buttery toffee and dark chocolate."
Ballantine’s 21 Years 700ML,Whisky,Premium Whisky,"24,000","21,820",Scotland,40%,700ML,Ballantine’s,https://liquorworld.com.np/product/ballantines-21-years-700ml/,2023-09-25,"Ballantine’s 21 Years Old is a premium Scotch Whisky introduced in 1993 by the Ballantine’s Distillery of Edinburgh. The rich, spiced flavour owes itself to the high proportion of Whiskies matured in European Oak casks. A warming blend of whiskies aged 21 years and over with an intense flavour that is truly impressive. Ballantine’s is renowned for smoothness, and this expression is an impeccable example.",Colour: Rich reddish gold.,"Nose: Rich, honey-sweet with hints of apple and floral aromas."
Aberlour 18 Years 700ML,Whisky,Single Malt Whisky,"24,500","22,275",Scotland,43%,700ML,Aberlour,https://liquorworld.com.np/product/aberlour-18-years-700ml/,2023-09-25,Aberlour 18 Years Old is spicy and luxurious Highland Single Malt Scotch Whisky.,"The mature, deep, spicy one: a deeper Sherry influence adds more spiciness and a liquorice tang. Greater age adds body and develops the distinctive fruitiness to a rich raisin character.",Colour: Auburn gold.
The Glenlivet Founder’s Reserve 750ML,Whisky,Single Malt Whisky,"7,400","6,730",Scotland,40%,750ML,The Glenlivet,https://liquorworld.com.np/product/the-glenlivet-founders-reserve-750ml/,2023-09-25,"The Glenlivet Founder’s Reserve Single Malt Scotch Whisky is inspired by legendary founder George Smith, an expression of both tradition and innovation. This expression is a skillful selection of casks enhances the signature fruity flavours of The Glenlivet with traditional oak casks being complemented by selective use of American first-fill casks to give a hint of creamy sweetness creating an exceptionally well-balanced and smooth malt.",Colour: Pale gold.,Cask: Traditional Oak and American First Fill.
Passport Scotch 1L,Whisky,Regular Whisky,"6,280","5,710",Scotland,40%,1L,Passport,https://liquorworld.com.np/product/passport-scotch-1l/,2023-09-25,"Passport Blended Scotch Whisky, originating from the Glen Keith distillery in Speyside, Scotland in the 1960’s.","This scotch whisky contains a blend of the finest malt and grain whiskies, carefully selected, matured and blended by an expert team. Matured in predominantly American oak barrels, the flavour of the final blend is both smooth and sweet with a fruity and creamy finish. Its green, rectangular bottle gives Passport an unmistakable look among all other Scotch whiskies.","Enjoyed this scotch whisky neat, over ice or as a long drink."
Johnnie Walker Blue Label 1L,Whisky,Premium Whisky,"38,000","34,545",Scotland,40%,1L,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-blue-label-1l/,2023-09-25,"Johnnie Walker Blue Label is an unrivalled masterpiece – an exquisite combination of Scotland’s rarest and most exceptional whiskies. Only one in every ten thousand casks has the elusive quality, character and flavour to deliver the remarkable signature taste.","This Blended Scotch Whisky is created using a selection of rare casks from the Speyside and Highland distilleries – including delicate Cardhu and Clynelish, warm, rounded Benrinnes, as well as Islay malts for signature smokiness. An extraordinary whisky for extraordinary occasions.",Smell: Waves of spice give way to vanilla and honey.
Johnnie Walker Black Label 750ML,Whisky,Premium Whisky,"6,900","6,275",Scotland,43%,750ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-black-label-750ml/,2023-09-25,"Johnnie Walker Black Label is the No.1 selling deluxe Blended Scotch Whisky in the world. This fine 12-year-old blend draws exceptional Scotch Whisky from across Scotland. Blending more than 40 of the finest malt and grain whiskies, it is a masterpiece of blending craftsmanship. The blend’s fruity foreground flavours give way to drier peaty tones with a long, smooth malt-driven finish. Johnnie Walker Black Label the benchmark Scotch. It has been described as the ”Everest of Whiskies”. Approximately 40 whiskies are blended to create Johnnie Walker Black Label.",Nose: Take in the luxurious scent of rich and tropical dark fruits with hints of sweet vanilla.,"Palate: Savour the depth of flavour developed from maturation in oak casks, combined with creamy toffee notes that come from grain whiskies."
Johnnie Walker Black Label 1L,Whisky,Premium Whisky,"9,000","8,180",Scotland,43%,1L,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-black-label-1l/,2023-09-25,"Johnnie Walker Black Label is the No.1 selling deluxe Blended Scotch Whisky in the world. This fine 12-year-old blend draws exceptional Scotch Whisky from across Scotland. Blending more than 40 of the finest malt and grain whiskies, it is a masterpiece of blending craftsmanship. The blend’s fruity foreground flavours give way to drier peaty tones with a long, smooth malt-driven finish. Johnnie Walker Black Label the benchmark Scotch. It has been described as the ”Everest of Whiskies”. Approximately 40 whiskies are blended to create Johnnie Walker Black Label.",Nose: Take in the luxurious scent of rich and tropical dark fruits with hints of sweet vanilla.,"Palate: Savour the depth of flavour developed from maturation in oak casks, combined with creamy toffee notes that come from grain whiskies."
Johnnie Walker 18 Years 750ML,Whisky,Premium Whisky,"13,800","12,545",Scotland,40%,750ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-18-years-750ml/,2023-09-25,"Johnnie Walker Aged 18 Years Whisky is made using whiskies that have matured for at least 18 years. Carefully chosen for their flavour and quality, these whiskies make for a wonderful combination of both classic and contemporary tastes – blending notes of citrus and fragrant almonds, with warm vanilla and a hint of tropical tangerines. When you’re looking for a whisky to make an occasion or celebration extra special, Johnnie Walker Aged 18 Years is an excellent choice.","Nose: A wonderfully rich aroma, combining notes of rich, sweet fruit with hints of toffee and caramel.","Palate: A comforting mix of warming, malty cereal and smooth creamy vanilla, with fragrant notes of almond and tropical tangerine."
Jim Bean White 750ML,Whisky,Bourbon Whisky,"5,550","5,160",United States of America,40%,750ML,Jim Beam,https://liquorworld.com.np/product/jim-bean-white-750ml/,2023-09-25,"Jim Beam White Label is one of the most well-known bourbon in the world, and is the flagship of the big Jim Beam distillery. Produced by a Master Distiller from the Beam Family and with a recipe dating back to the inception of the distillery in 1795. Jim Beam Bourbon derives its rich, satisfying flavour from a treasured family recipe and a minimum of four years ageing in new, charred oak barrels.","Jim Beam White Label Kentucky Straight Bourbon Whisky is elegant, smooth, refined. It has aroma of oaky vanilla, spicy backdrop. It has flavour of medium-bodied, mellow hints of caramel and vanilla. It has sweet, grain, oak, char and fruity taste made from the highest quality ingredients.",
Jameson Irish 750ML,Whisky,Premium Whisky,"5,660","5,150",Ireland,40%,750ML,Jameson,https://liquorworld.com.np/product/jameson-irish-750ml/,2023-09-25,"Jameson is the best-selling blended Irish Whisky in the world, has been around since 1780. Produced using unmalted and malted barley, maize, and Irish water from the Dungourney River local to the distillery. This fine Irish Whisky is triple distilled, matured in bourbon and oloroso sherry casks and aged for a minimum of 4 years, giving this whisky its signature and iconic smoothness.","Nose: A light floral fragrance, peppered with spicy wood and sweet notes.","Taste: The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness."
Jim Beam White 1L,Whisky,Bourbon Whisky,"7,350","6,835",United States of America,40%,1L,Jim Beam,https://liquorworld.com.np/product/jim-beam-white-1l/,2023-09-25,"Jim Beam White Label is one of the most well-known bourbon in the world, and is the flagship of the big Jim Beam distillery. Produced by a Master Distiller from the Beam Family and with a recipe dating back to the inception of the distillery in 1795. Jim Beam Bourbon derives its rich, satisfying flavour from a treasured family recipe and a minimum of four years ageing in new, charred oak barrels.","Jim Beam White Label Kentucky Straight Bourbon Whisky is elegant, smooth, refined. It has aroma of oaky vanilla, spicy backdrop. It has flavour of medium-bodied, mellow hints of caramel and vanilla. It has sweet, grain, oak, char and fruity taste made from the highest quality ingredients.",
Jack Daniel’s Gentleman Jack 750ML,Whisky,Bourbon Whisky,"6,775","6,300",United States of America,40%,750ML,Jack Daniel’s,https://liquorworld.com.np/product/jack-daniels-gentleman-jack-750ml/,2023-09-25,Jack Daniel’s Gentleman Jack is a premium version of Jack Daniel’s Tennessee whisky exhibits impressive complexity and flavour with charcoal mellowed twice before and after the ageing process.,"Gentleman Jack, with its second charcoal mellowing, receives an additional “blessing” when it is charcoal mellowed again after reaching maturity – making it the only whiskey in the world to be charcoal mellowed twice, giving it ultimate smoothness.","Full-bodied with balanced oak flavour with notes of caramel and vanilla, exceptionally smooth finish."
Jameson Irish 1L,Whisky,Premium Whisky,"7,500","6,820",Ireland,40%,1L,Jameson,https://liquorworld.com.np/product/jameson-irish-1l/,2023-09-25,"Jameson is the best-selling blended Irish Whisky in the world, has been around since 1780. Produced using unmalted and malted barley, maize, and Irish water from the Dungourney River local to the distillery. This fine Irish Whisky is triple distilled, matured in bourbon and oloroso sherry casks and aged for a minimum of 4 years, giving this whisky its signature and iconic smoothness.","Nose: A light floral fragrance, peppered with spicy wood and sweet notes.","Taste: The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness."
Jack Daniel’s Tennessee Fire 750ML,Whisky,Bourbon Whisky,"6,245","5,685",United States of America,35%,750ML,Jack Daniel’s,https://liquorworld.com.np/product/jack-daniels-tennessee-fire-750ml/,2023-09-25,Jack Daniel’s Tennessee Fire Whisky is a perfect blend of Jack Daniel’s Old No.7 Tennessee Whisky and a unique cinnamon liqueur. It’s a taste that’s truly one-of-a-kind but unmistakably Jack Daniel’s. Fiery hot with a distinctively smooth finish.,Colour: Reddish-amber.,"Nose: Distinctive Jack Daniel’s Tennessee Whiskey nose, balanced with indulgent bakery spice."
Jack Daniel’s Single Barrel 750ML,Whisky,Bourbon Whisky,"8,925","8,300",United States of America,45%,750ML,Jack Daniel’s,https://liquorworld.com.np/product/jack-daniels-single-barrel-select-750ml/,2023-09-25,"Jack Daniel’s Single Barrel Whisky – Each barrel is hand-selected for its one-of-a-kind flavor by the Jack Daniel’s Master Distiller and his team of Master Tasters. Only one out of every 100 barrels of Jack Daniel’s Old No. 7 Tennessee Whiskey maturing is selected for its big and bold, robust flavor. Every bottle carries its unique rick number, barrel number and bottling date. Bottled at 94-proof, Single Barrel Select layers subtle notes of caramel and spice with bright fruit notes and sweet aromatics for a Tennessee Whiskey with one-of-a-kind flavor.","Tasting Notes: Robust and complex, with rich toasted oak, complex barrel spices, rich caramel and subtle fruit with a finish that is warm and lingering.","Key Flavours: Rich caramel, Toasted oak, Subtle fruit, Barrel spices."
Jack Daniel’s 750ML,Whisky,Bourbon Whisky,"6,245","5,685",United States of America,40%,750ML,Jack Daniel’s,https://liquorworld.com.np/product/jack-daniels-750ml/,2023-09-25,Jack Daniel’s is a brand of Tennessee Whiskies and top selling Amercian whisky brand in the world. Its distinct and unique taste comes from refining mellowing the freshly distilled whiskey drop by drop through 10 feet of sugar maple charcoal. The distilled whiskey is then matured in American Oak barrels hand-made by Jack Daniel’s themselves. The only major distiller in the world to make their own barrels.,"Each batch is made from marrying 170 barrels from all levels of the barrelhouses to achieve consistent colour and taste. Interesting fact – every drop of the world’s biggest selling whiskey comes from a single source, Lynchburg, Tennessee.","Nose: Balanced character, sweet, oaky, medium body"
Ballantine’s Finest 1L,Whisky,Regular Whisky,"6,950","6,320",Scotland,43%,1L,Ballantine’s,https://liquorworld.com.np/product/ballantines-finest-1l/,2023-09-25,"Ballantine’s Finest is a complex, refined, elegant and one of the world’s best blended Scotch Whisky blended with 50 single malt and 4 single grain whiskies. It is regarded as the taste to satisfy a modern style. The blend’s light gold colour and unmistakable taste come from a complex mix of carefully selected malt and grain whiskies – all aged for many years in high-quality casks.",Colour: Light Gold,"Nose: Soft, elegant, heather honey aromas with a hint of spice."
Vat 69 1L,Whisky,Regular Whisky,"6,290","5,720",Scotland,40%,1L,VAT 69,https://liquorworld.com.np/product/vat-69-1l/,2023-09-25,Vat 69 is a blended Scotch Whisky produced by William Sanderson & Son Limited. Blended using 40 different malt and grain whiskies with each other at the optimal ripening stage to ensure the best blend.,"It is smooth, balanced spirit with upfront malty, heather sweetness and a lovely peat smoke savoury finish.","Nose: shows caramel, lemon zest, and soft wood spices."
Teacher’s 1L,Whisky,Regular Whisky,"6,475","6,020",Scotland,40%,1L,Teacher’s,https://liquorworld.com.np/product/teachers-1l/,2023-09-25,It is said that William Teacher would not give his name to his blend until he had found perfection. Highland Cream is that whisky.,It uses fully smoked peat single malt whisky. This gives it incredible depth and smoothness combined with a rich smokey undertone.,Truly a masterpiece.
Johnnie Walker Red Label 1L,Whisky,Regular Whisky,"6,990","6,355",Scotland,40%,1L,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-red-label-1l/,2023-09-25,"Johnnie Walker Red Label Blended Scotch Whisky is the Pioneer Blend, the versatile one that has introduced to the world. Crafted from the four corners of Scotland, it crackles with spice and is bursting with vibrant, smoky flavours – followed by a mellow bed of vanilla, a fresh zestiness and the Johnnie Walker signature of a long, lingering, smoky finish.","It is a powerful mix of up to 30 malts and grains. It’s a combination of light whiskies from Scotland’s East Coast and more peaty whiskies from the West, expertly balanced to create an extraordinary depth of flavour. The best-selling Scotch Whisky around the globe. Perfect for parties and get-togethers, at home or going out.",Nose: Take in the spark of fresh zest from elegant Speyside and Highland malts in the aromas of our classic Johnnie Walker Red Label.
Chivas Regal XV 15 Years 1L,Whisky,Premium Whisky,"13,477","12,255",Scotland,40%,1L,Chivas Regal,https://liquorworld.com.np/product/chivas-regal-xv-15-years-1l/,2023-09-25,"is a Blended Scotch Whisky aged minimum of 15 years which is finished in casks that previously held Grande Champagne Cognac, resulting a warm amber glow, bursting with notes of rich sultanas and touches of cinnamon. Chivas XV is a refined, fruity and velvety interpretation of the Chivas house style.","Nose: Rich and sweet with concentrated notes of stewed red apples, homemade orange marmalade, honey, cinnamon and moist juicy sultanas.",Taste: Incredibly smooth and fruity with flavours of poached pears intermingled with butterscotch and caramel toffees all rolled up in a wonderful velvety texture.
Old Durbar Reserve 1L,Whisky,Domestic Whisky,"3,515","3,340",Nepal,42.8%,1L,Old Durbar,https://liquorworld.com.np/product/old-durbar-reserve-1l/,2023-09-25,Old Durbar Blended Reserve Whisky is a blend of English grain spirit and 8 years old Scotch malt with spring water from the Himalayas finished in European oak Oloroso sherry barrels in Nepal.,"Maturation of the imported Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with sweet rich taste, rich in barley malt.","The imported 8 years Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in European oak Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Old Durbar Reserve 750ML,Whisky,Domestic Whisky,"2,775","2,635",Nepal,42.8%,750ML,Old Durbar,https://liquorworld.com.np/product/old-durbar-reserve-750ml/,2023-09-25,Old Durbar Blended Reserve Whisky is a blend of English grain spirit and 8 years old Scotch malt with spring water from the Himalayas finished in European oak Oloroso sherry barrels in Nepal.,"Maturation of the imported Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with sweet rich taste, rich in barley malt.","The imported 8 years Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in European oak Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Old Durbar Black Chimney 750ML,Whisky,Domestic Whisky,"3,650","3,465",Nepal,42.8%,750ML,Old Durbar,https://liquorworld.com.np/product/old-durbar-black-chimney-750ml/,2023-09-25,Old Durbar Black Chimney Blended Reserve Whisky is a blend of English grain spirit and 8 years old peated Scotch malt with spring water from the Himalayas finished in Oloroso sherry barrels in Nepal.,Maturation of the imported peated Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with rich taste and a smoky finish.,"The imported peated Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Old Durbar Black Chimney 1L,Whisky,Domestic Whisky,"4,635","4,400",Nepal,42.8%,1L,Old Durbar,https://liquorworld.com.np/product/old-durbar-black-chimney-1l/,2023-09-25,Old Durbar Black Chimney Blended Reserve Whisky is a blend of English grain spirit and 8 years old peated Scotch malt with spring water from the Himalayas finished in Oloroso sherry barrels in Nepal.,Maturation of the imported peated Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with rich taste and a smoky finish.,"The imported peated Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Master Selection 750ML,Whisky,Domestic Whisky,"3,350","3,250",Nepal,40%,750ML,Master Selection,https://liquorworld.com.np/product/master-selection-750ml/,2023-09-25,"Master Selection, beautifully balanced and rich whisky, is blended from Scotch whiskies that have been matured in Scotland in American white oak casks for many years.",From the eastern highlands of Scotland to the Himalayas of Nepal; this limited-edition fine Scotch has travelled well to find those who appreciate the art of a wonderfully balanced blend of extraordinary character.,"Colour: Sunset gold, glittering and clear."
Johnnie Walker Red Label 750ML,Whisky,Regular Whisky,"5,350","4,865",Scotland,40%,750ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-red-label-750ml/,2023-09-25,"Johnnie Walker Red Label Blended Scotch Whisky is the Pioneer Blend, the versatile one that has introduced to the world. Crafted from the four corners of Scotland, it crackles with spice and is bursting with vibrant, smoky flavours – followed by a mellow bed of vanilla, a fresh zestiness and the Johnnie Walker signature of a long, lingering, smoky finish.","It is a powerful mix of up to 30 malts and grains. It’s a combination of light whiskies from Scotland’s East Coast and more peaty whiskies from the West, expertly balanced to create an extraordinary depth of flavour. The best-selling Scotch Whisky around the globe. Perfect for parties and get-togethers, at home or going out.",Nose: Take in the spark of fresh zest from elegant Speyside and Highland malts in the aromas of our classic Johnnie Walker Red Label.
Johnnie Walker Red Label 500ML,Whisky,Regular Whisky,"3,600","3,420",Scotland,40%,500ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-red-label-500ml/,2023-09-25,"Johnnie Walker Red Label Blended Scotch Whisky is the Pioneer Blend, the versatile one that has introduced to the world. Crafted from the four corners of Scotland, it crackles with spice and is bursting with vibrant, smoky flavours – followed by a mellow bed of vanilla, a fresh zestiness and the Johnnie Walker signature of a long, lingering, smoky finish.","It is a powerful mix of up to 30 malts and grains. It’s a combination of light whiskies from Scotland’s East Coast and more peaty whiskies from the West, expertly balanced to create an extraordinary depth of flavour. The best-selling Scotch Whisky around the globe. Perfect for parties and get-togethers, at home or going out.",Nose: Take in the spark of fresh zest from elegant Speyside and Highland malts in the aromas of our classic Johnnie Walker Red Label.
Johnnie Walker Red Label 375ML,Whisky,Regular Whisky,"2,750","2,665",Scotland,43%,375ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-red-label-375ml/,2023-09-25,"Johnnie Walker Red Label Blended Scotch Whisky is the Pioneer Blend, the versatile one that has introduced to the world. Crafted from the four corners of Scotland, it crackles with spice and is bursting with vibrant, smoky flavours – followed by a mellow bed of vanilla, a fresh zestiness and the Johnnie Walker signature of a long, lingering, smoky finish.","It is a powerful mix of up to 30 malts and grains. It’s a combination of light whiskies from Scotland’s East Coast and more peaty whiskies from the West, expertly balanced to create an extraordinary depth of flavour. The best-selling Scotch Whisky around the globe. Perfect for parties and get-togethers, at home or going out.",Nose: Take in the spark of fresh zest from elegant Speyside and Highland malts in the aromas of our classic Johnnie Walker Red Label.
Johnnie Walker Odyssey 700ML,Whisky,Premium Whisky,"175,000","130,000",Scotland,40%,700ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-odyssey-700ml/,2023-09-25,"Johnnie Walker Odyssey is a rare triple malt that was inspired by epic journeys, namely the personal journey of Alexander Walker and his vision of taking his family’s whiskies to the four corners of the world. Each taste of this rare triple malt unveils an astonishing blend of flavours that espouses complexity while delivery exceptional smoothness.",,
Johnnie Walker Double Black 750ML,Whisky,Premium Whisky,"7,950","7,230",Scotland,40%,750ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-double-black-750ml/,2023-09-25,"Johnnie Walker Double Black is an extraordinary full-bodied blended scotch whisky that contains a unique blend of mature malt and grains, which offers intense smoky character and layers of spice, inspired by iconic Johnnie Walker Black Label. Matured in heavily charred casks and uses a greater proportion of characterful West Coast and Island whiskies to elevate iconic flavours to a new level of intensity.",Nose: Take in the delicious scent of sweet smoke and cloves.,"Palate: Relish the unmistakably peaty taste – rich with raisins, fresh apples and a tropical orange flavour combined with creamy vanilla."
Johnnie Walker Double Black 1L,Whisky,Premium Whisky,"10,500","9,545",Scotland,40%,1L,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-double-black-1l/,2023-09-25,"Johnnie Walker Double Black is an extraordinary full-bodied blended scotch whisky that contains a unique blend of mature malt and grains, which offers intense smoky character and layers of spice, inspired by iconic Johnnie Walker Black Label. Matured in heavily charred casks and uses a greater proportion of characterful West Coast and Island whiskies to elevate iconic flavours to a new level of intensity.",Nose: Take in the delicious scent of sweet smoke and cloves.,"Palate: Relish the unmistakably peaty taste – rich with raisins, fresh apples and a tropical orange flavour combined with creamy vanilla."
Johnnie Walker Blue Label 750ML,Whisky,Premium Whisky,"31,200","28,365",Scotland,40%,750ML,Johnnie Walker,https://liquorworld.com.np/product/johnnie-walker-blue-label-750ml/,2023-09-25,"Johnnie Walker Blue Label is an unrivalled masterpiece – an exquisite combination of Scotland’s rarest and most exceptional whiskies. Only one in every ten thousand casks has the elusive quality, character and flavour to deliver the remarkable signature taste.","This Blended Scotch Whisky is created using a selection of rare casks from the Speyside and Highland distilleries – including delicate Cardhu and Clynelish, warm, rounded Benrinnes, as well as Islay malts for signature smokiness. An extraordinary whisky for extraordinary occasions.",Smell: Waves of spice give way to vanilla and honey.
Old Durbar 12 Years 750ML,Whisky,Domestic Whisky,"6,500","6,100",Nepal,42.8%,750ML,Old Durbar,https://liquorworld.com.np/product/old-durbar-12-years-750ml/,2023-09-25,"Old Durbar 12 Years Old is aged in Ex-Bourbon casks for 12 years in Scotland, then Oloroso sherry casks for one year in Nepal and finished in Pedro Ximenez sherry casks for an additional year. This exquisite maturation in three different casks delivers a whisky with notes of vanilla, caramel, dried fruits and sherry sweetness.",~~~~~,"An exclusive maturation of the Scotch Malt for 12 years in ex-bourbon casks made from American white oaks imparts sweet and creamy notes of coconut, vanilla, honey and caramel."
Jim Beam Black 1L,Whisky,Bourbon Whisky,"8,160","7,590",United States of America,43%,1L,Jim Beam,https://liquorworld.com.np/product/jim-beam-black-1l/,2023-09-25,Elegant. Smooth. Refined.,Jim Beam Black is a premium 86-proff bourbon whisky that spends years longer being aged in our American White Oak barrels than the original Jim Beam. It’s those extra years of aging that give Jim Beam Black its full-bodied flavor with notes of smooth caramel and warm oak.,"Aroma: A deep nose with a mix of caramel, oak, cinnamon and vanilla."
Glenfiddich Malt 12 Years 1L,Whisky,Single Malt Whisky,"12,740","11,450",Scotland,40%,1L,Glenfiddich,https://liquorworld.com.np/product/glenfiddich-malt-12-years-1l/,2023-09-25,"Glenfiddich Malt 12 Years is carefully matured in the finest American oak and European oak sherry casks for at least 12 years, it is mellowed in oak marrying tuns to create its sweet and subtle oak flavours.","Creamy with a long, smooth and mellow finish, 12-Year-Old is the perfect example of Glenfiddich’s unique Speyside style and is widely proclaimed the best dram in the valley.",Colour: Golden
100 Pipers 750ML,Whisky,Regular Whisky,"4,700","4,275",Scotland,40%,750ML,100 Pipers,https://liquorworld.com.np/product/100-pipers-750ml/,2023-09-25,"100 Pipers is a brand of blended Scotch Whisky with smoked notes, distilled, aged and blended in the traditional way year after year to achieve its unique, smooth taste and to provide a gentle smoothness and richness. 100 Pipers is a unique blend of selected malt and grain Scotch whiskies, which together contribute flavours from all the Scottish whisky regions to the final blend.","A mellow, light, slightly sweet, oaky flavoured whisky, combined with a hint of soft smokiness.",
Chivas Regal Extra 13 Years Sherry Casks 1L,Whisky,Premium Whisky,"10,500","9,545",Scotland,40%,1L,Chivas Regal,https://liquorworld.com.np/product/chivas-regal-extra-13-years-sherry-casks-1l/,2023-09-25,"Selectively matured* in Oloroso sherry casks, Chivas Extra 13 Years Old Sherry Cask blended Scotch whisky is an extra special whisky. This provides an intense, rich and wonderfully drinkable blend.","Selectively ageing* classic Chivas whisky for 13 years in Oloroso sherry casks results in an incomparable taste experience. The end result is marvellously rich, as sherry casks draw out the full-bodied flavours of our whisky.","After being selectively matured* in the Oloroso sherry casks, the sweet and rich notes of our Scotch blend are magnified – delivering intense flavours with every sip."
The Famous Grouse 1L,Whisky,Premium Whisky,"6,850","6,500",Scotland,40%,1L,Famous Grouse,https://liquorworld.com.np/product/the-famous-grouse-1l/,2023-09-25,The Famous Grouse Standard Blended Malt Scotch Whisky is a blending premium whisky which has been the foundation of our craft since 1800.,Smooth and perfectly balanced. Scotland’s favourite blend of the finest malts and exceptional grain whiskies.,"COLOUR: Full golden, clear and bright."
The Balvenie 17 Years DoubleWood 700ML,Whisky,Single Malt Whisky,"27,278","24,500",Scotland,43%,700ML,The Balvenie,https://liquorworld.com.np/product/the-balvenie-17-years-doublewood-700ml/,2023-09-25,"To craft The Balvenie DoubleWood 17 years old single malt scotch whisky Malt Master David C. Stewart MBE returned to one of his most celebrated achievements – consecutive maturation in two different types of cask, a process often referred to as ‘cask finishing’.","This technique is at the heart of The Balvenie DoubleWood – it sees the whisky matured first in American oak barrels, which impart soft sweet vanilla notes, before being transferred to European oak sherry casks, where the second cask ageing adds rich spicy flavours and a depth and fullness of flavour.","The DoubleWood 17-year-old is an elder sibling to DoubleWood 12 years old and shares its honeyed, spicy characteristics, but it is distinctly different, with deeper vanilla notes, hints of green apple, creamy toffee and a striking richness and complexity."
The Balvenie 12 Years DoubleWood 700ML,Whisky,Single Malt Whisky,"13,201","11,850",Scotland,40%,700ML,The Balvenie,https://liquorworld.com.np/product/the-balvenie-12-years-doublewood-700ml/,2023-09-25,"The Balvenie DoubleWood 12 Years Old single malt scotch whisky was launched in 1993, using a process designed by Malt Master David Stewart in 1982, now commonly known as ‘wood finishing’.","To make The Balvenie DoubleWood, David Stewart MBE takes whisky that has spent at least 12 years in traditional whisky casks, American Oak ex-bourbon barrels and hogsheads, and moves it to Spanish oak ex-Oloroso sherry casks for an additional nine months. The whisky is then transferred to large oak vessels called “tuns” for 3-4 months to allow the whiskies from individual casks to “marry”.","This whisky gains its distinctive character from being matured in two different wood types. Each stage lends different qualities to the resulting single malt whisky. The traditional casks soften and add delicate character, the sherry wood brings depth and fullness of flavour and the final few months in our tuns allow the whiskies to marry harmoniously."
