title,category,sub-category,price,sale_price,in_stock,country,volume,alcohol,brand,url,scrapped_time,desc_1,desc_2,desc_3
J89 Single Barrel Malt 750ML,Whisky,Domestic Whisky,"Rs. 3,000",N/A,1,Nepal,750ML,40%,J89,https://cheers.com.np/liquor/product/j89-single-barrel-malt-750ml,2023-09-24,"“J” is a De-code for a batch of rare Irish oak casks that was handcrafted immaculately in the year 1989. These two-decade old barrels are the same in which the malt of J89 has been mellowed and matured, giving it its woody aroma.",The peaty taste simulates the subtle lapsang souchong and the triple distillation ensures every drop is exceptionally smooth.,This vintage malted Whiskey of the single malt class is married with natural waters extracted from pockets 155 meters deep beneath the midhills of Nepal.
Signature Premier Grain 1L,Whisky,Domestic Whisky,"Rs. 3,400",N/A,1,Nepal,1000ML,42.8%,Signature,https://cheers.com.np/liquor/product/signature-premier-grain-1l,2023-09-24,"Select grains, decades of authentic Scotch whisky-making experience, Aged Indian Malts and Fine Grain Spirits. That's what makes Signature Premier.","Ingredients are carefully sourced and crafted into life at the hands of our master blender, Louise Martin.","Purposefully selecting the 10 imported Scotch Whiskies, to bring out a remarkably creamy character."
Gurkhas and Guns 750ML,Whisky,Domestic Whisky,"Rs. 3,080",N/A,1,Nepal,750ML,42.8%,Gurkhas & Guns,https://cheers.com.np/liquor/product/gurkhas-and-guns-750ml,2023-09-24,"Our first expression pays homage to the legendary Gurkhas, renowned worldwide for their bravery and valour.","In honour of the Gurkhas’ fearless and unrelenting spirit, our Malt Master has crafted an immaculate blend from the finest whiskey reserves in Scotland.","A blend of famous Highland Malts, our whiskey is patiently matured in American Oak Bourbon Casks."
Kala Patthar Blended Reserve 750ML,Whisky,Domestic Whisky,"Rs. 2,775",N/A,0,Nepal,750ML,42.8%,Kala Patthar,https://cheers.com.np/liquor/product/kala-patthar-blended-reserve-750ml,2023-09-24,"Kala Patthar, Blended Reserve Whisky, is inspired by the famous vantage point above the Khumbu Glacier at 5643M for viewing Mt. Everest. An epic destination for adventurers and mountaineers alike.",,
Old Durbar Reserve 1L,Whisky,Domestic Whisky,"Rs. 3,445",N/A,1,Nepal,1000ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-reserve-1l,2023-09-24,A Blend of English grain spirit and 8 years old Scotch malt with spring water from the Himalayas finished in European oak Oloroso sherry barrels in Nepal.,"Maturation of the imported Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with sweet rich taste, rich in barley malt.","The imported 8 years Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in European oak Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Scottish Leader Original 1L,Whisky,Premium Whisky,"Rs. 7,055",N/A,1,Scotland,1000ML,40%,Scottish Leader,https://cheers.com.np/liquor/product/scottish-leader-original-1l,2023-09-24,"Scottish Leader, Scottish blended whisky, is made with the best local ingredients that give life to a product of particular softness, with sweet and slightly smoky notes.","The blend of Scottish Leader Original brings together a high concentration of selected malts, higher than the standards of whisky and blended, and a core of aged whisky, which give the product a depth and a unique character.","NOSE: Big, full bodied, a subtle smokiness, fruity with hints of malt, sherry and sweet oak."
Auchentoshan Three Wood 700ML,Whisky,Single Malt Whisky,"Rs. 11,500",N/A,1,Scotland,700ML,43%,Auchentoshan,https://cheers.com.np/liquor/product/auchentoshan-three-wood-700ml,2023-09-24,"From American Bourbon to Spanish Oloroso Sherry – and then, finally, Pedro Ximenez Sherry casks – this a rich, complex whisky with toffee and sherry flavours.","Three Wood makes a cracking Auchentoshan & Ale, a mean Old Fashioned and a damn fine dram in its own right.","COLOUR: Expect a rich, golden brown colour in your bottle of Three Wood. What gives whisky its colour? As the Single Malt matures in the quality bourbon and sherry barrels, a new and complex colour and flavour profile is created over time."
Glenmorangie 10yrs Original 750ML,Whisky,Single Malt Whisky,"Rs. 9,500",N/A,1,Scotland,750ML,40%,Glenmorangie,https://cheers.com.np/liquor/product/glenmorangie-10yrs-original-750ml,2023-09-24,"Known for its mellow tones and delicacy of flavour, The Original is where all our whisky-making adventures begin. Like home, we carry it with us, no matter how far we travel.","Bright, pale gold.",Citrus and ripening peaches are balanced by vanilla softness.
The Dalmore 12yrs 1L,Whisky,Single Malt Whisky,"Rs. 18,135",N/A,1,Scotland,1000ML,40%,The Dalmore,https://cheers.com.np/liquor/product/the-dalmore-12yrs-1l,2023-09-24,An outstanding single malt matured in American white oak ex-bourbon casks and finessed in rare and aged oloroso sherry casks.,"Matured for an initial nine years in American white oak ex-bourbon casks before being carefully divided. One half continues its maturation in bourbon barrels, the other half is transferred to 30 year old Matusalem oloroso sherry casks","Complex, yet balanced, The Dalmore 12 year old is the epitome of The Dalmore house style."
Jack Daniel's 1L,Whisky,American & Bourbon Whisky,"Rs. 8,160",N/A,1,United States of America,1000ML,40%,Jack Daniel's,https://cheers.com.np/liquor/product/jack-daniels-1l-1,2023-09-24,"Jack Daniel's is one of the very few Tennessee Whiskies that is charcoal mellowed. Jack Daniel's has a smooth aroma and flavour of vanilla, toasted oak and caramel translates well to the palate. A true American icon that has become everyone's favourite.",,
Templeton Rye 4yrs 750ML,Whisky,Regular Whisky,"Rs. 7,200",N/A,1,United States of America,750ML,40%,Templeton,https://cheers.com.np/liquor/product/templeton-rye-4yrs-750ml,2023-09-24,"A big and spicy Rye from the folks at Templeton. A 95% Rye mash bill, distilled in Indiana, with a lot of flavour that makes it a great sipping whiskey.","Deep amber color, lingering and slightly chewy.","Dry and grassy, with Christmas spice."
The Balvenie 17yrs Doublewood 700ML,Whisky,Single Malt Whisky,"Rs. 27,280",N/A,1,Scotland,700ML,43%,The Balvenie,https://cheers.com.np/liquor/product/the-balvenie-17yrs-doublewood-700ml,2023-09-24,"The DoubleWood 17 year old is an elder sibling to DoubleWood 12 year old and shares its honeyed, spicy characteristics, but it is distinctly different, with deeper vanilla notes, hints of green apple, creamy toffee and a striking richness and complexity.","""Cask Finishing"" - the defining technique of Balvenie DoubleWood, involves the Whisky matured first in American oak casks and then in European oak sherry casks, each adding their own character to the Scotch.","The extra depth and fullness of flavour are a must to be experienced for any enthusiasts of the 12 Year Old, or any Whisky lover for that matter."
Jameson Irish 1L,Whisky,Premium Whisky,"Rs. 7,500",N/A,1,Ireland,1000ML,40%,Jameson,https://cheers.com.np/liquor/product/jameson-irish-1l,2023-09-24,"Jameson Irish whiskey is a triple-distilled blended Irish whiskey, as versatile as it is smooth. Whiskey like Jameson isn't just born smooth and balanced.","First, we take the best of pot still and fine grain whiskeys. Then we triple distill them. Not because we have to, because we want to - this gives Jameson its signature smoothness.","Finally, we age our whiskey in oak casks for a minimum of 4 years. A unique whiskey with a perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry."
Johnnie Walker Double Black 750ML,Whisky,Premium Whisky,"Rs. 7,950",N/A,1,Scotland,750ML,40%,Johnnie Walker,https://cheers.com.np/liquor/product/johnnie-walker-double-black-750ml,2023-09-24,"Double Black contains everything you already love about Johnnie Walker Black Label, with the intensity and complexity amplified. With the addition of deeper, darker malts from the Scottish west coast and the islands, Double Black delivers a unique smoky finish that sets it apart from the pack.","Aromas of fresh citrus and vanilla come to the fore immediately. The best way to release this great nose is to add a small drop of pure water. On the palate, flavours of dark raisins, orange, clove and that unmistakable long, lingering, smoky finish.",
The Macallan 12yrs Triple Cask Matured 700ML,Whisky,Single Malt Whisky,"Rs. 12,190",N/A,1,Scotland,700ML,40%,The Macallan,https://cheers.com.np/liquor/product/the-macallan-12yrs-triple-cask-matured-700ml,2023-09-24,The Macallan Triple Cask Matured 12 Years Old forms part of our Triple Cask Matured range; a series of single malt whiskies crafted in a triple cask combination of European and American sherry seasoned oak casks and American ex-bourbon oak casks.,"This complex combination of oak casks delivers an extraordinarily smooth and delicate character, full of citrus fruits, vanilla and fresh oak.",COLOUR: Rich straw.
The Himalayan Reserve 750ML,Whisky,Domestic Whisky,"Rs. 3,400",N/A,1,Nepal,750ML,42.8%,The Himalayan Reserve,https://cheers.com.np/liquor/product/the-himalayan-reserve-750ml,2023-09-24,"The Himalayan Reserve is an expertly blended medium-bodied superior reserve whisky with fruity notes, spices and hints of smoke, made from the finest 12 years old aged Imported Scotch Malt blended with Scottish Grain Spirits & Himalayan spring water.",Inspired by the ascent of Everest.,
Old Durbar Black Chimney 750ML,Whisky,Domestic Whisky,"Rs. 3,575",N/A,1,Nepal,750ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-black-chimney-750ml,2023-09-24,A Blend of English grain spirit and 8 years old peated Scotch malt with spring water from the Himalayas finished in Oloroso sherry barrels in Nepal.,Maturation of the imported peated Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with rich taste and a smoky finish.,"The imported peated Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
The Famous Grouse Sherry Cask 700ML,Whisky,Premium Whisky,"Rs. 5,400",N/A,1,Scotland,700ML,40%,The Famous Grouse,https://cheers.com.np/liquor/product/the-famous-grouse-sherry-cask-700ml,2023-09-24,"Sherry Cask Finish showcases Speyside malt whiskies, matured in sherry seasoned European oak casks for a rich, warming and spiced character.",These malts are combined with other hand selected malt and grain whiskies to enhance sweetness then finished in sherry casks for extra smoothness.,Dark red-gold with amber glow.
Smokehead High Voltage 700ML,Whisky,Single Malt Whisky,"Rs. 9,900",N/A,1,Scotland,700ML,58%,Smokehead,https://cheers.com.np/liquor/product/smokehead-high-voltage-700ml,2023-09-24,"Deeply rich and intensely peaty, this whisky hits all the senses with a rush of black smoke, creamy, nutty notes and a tangy sea salt finish.","Salt and seaweed, smoky bacon, dense wood smoke and a heavy slab of peat. There’s no let up as dark chocolate and toasted biscuits hit with a near mouth-numbing finish to follow.",Smokehead High Voltage is distinctive explosive and not for the faint of heart.
Chivas Regal Extra 13yrs Bourbon Cask 1L,Whisky,Premium Whisky,"Rs. 10,500",N/A,1,Scotland,1000ML,40%,Chivas Regal,https://cheers.com.np/liquor/product/chivas-regal-extra-13yrs-bourbon-cask-1l,2023-09-24,Whisky flavours unite in this unique 13-year-old blended Scotch whisky. Selectively maturing this blend in first-fill bourbon casks brings extra honeyed flavours to the iconic Chivas house blend for a true flavour sensation.,"This whisky is selectively matured in first-fill bourbon casks, providing extra honeyed flavours for a memorable finish.","Marrying beautifully with the aromas of juicy red apple, lemon zest and warming cinnamon, prepare for your taste buds for an adventure."
Yeti Vodka 750ML,Vodka,Domestic Vodka,"Rs. 2,260",N/A,1,Nepal,750ML,40%,Yeti,https://cheers.com.np/liquor/product/yeti-vodka-750ml,2023-09-24,"Quadrupled distilled for extra smoothness with patented technologies from Switzerland, YETI Vodka takes you on a magical journey of flavours - silky smooth on the palate with a distinctly bright mouthfeel and pleasantly sweet finish.",,
Tito's Handmade 1L,Vodka,Imported Vodka,"Rs. 10,865",N/A,0,United States of America,1000ML,40%,Tito's,https://cheers.com.np/liquor/product/titos-handmade-1l,2023-09-24,"Tito's Handmade Vodka is produced in Austin at Texas' first and oldest legal distillery. It is micro distilled in an old-fashioned pot still, just like fine single malt scotches and high-end French cognacs and distilled six times.","Tito's Handmade Vodka is designed to be savoured by spirit connoisseurs and everyday drinkers alike. This time-honoured method of distillation requires more skill and effort than modern column stills, but it’s well worth it.","Critics call Tito's ""a homegrown symphonic spirit to applaud!"" and say ""it can go head to head with any of the worlds' greats and not break a sweat."""
Stolichnaya Original 1L,Vodka,Imported Vodka,"Rs. 8,540",N/A,0,Latvia,1000ML,40%,Stolichnaya,https://cheers.com.np/liquor/product/stolichnaya-original-1l,2023-09-24,"Stolichnaya vodka is a classically styled, exceptionally smooth vodka.","Crystal clear in color with marshmallow, mineral and mild fruit peel aromas, a soft, supple entry leads to a smooth, medium bodied palate with pastry frosting, talc and citrus rind flavors.","It finishes with a clean, lightly sweet, sugar dust, wet straw and balanced pepper fade."
Stolichnaya Gold 1L,Vodka,Imported Vodka,"Rs. 10,245",N/A,0,Latvia,1000ML,40%,Stolichnaya,https://cheers.com.np/liquor/product/stolichnaya-gold-1l,2023-09-24,Stoli Gold harnesses some of the world’s rarest elements to produce a sublimely rich vodka experience.,"This Vodka is elegant, with a delicate mouthfeel. It has a light creaminess and sweetness, then aniseed with a hint of spice.","Fresh bread and deeper grain notes emerge; with an underlying dryness and juicy, fresh citrus which creates a lightly luscious texture."
Smirnoff Vodka 750ML (Bottled in Nepal),Vodka,Domestic Vodka,"Rs. 2,200",N/A,1,Nepal,750ML,40%,Smirnoff,https://cheers.com.np/liquor/product/smirnoff-vodka-750ml-bottled-in-nepal,2023-09-24,Now Manufactured in Nepal,~~~~~~~~~~,Introducing the No.1 Vodka in the world. Our triple distilled and 10 times filtered vodka is fueled with a dry finish for essential smoothness.
Big Master Apple Sweet White 750ML,Wine,Domestic Wine,Rs. 870,N/A,1,Nepal,750ML,11.5%,Big Master,https://cheers.com.np/liquor/product/big-master-apple-sweet-white-750ml,2023-09-24,"This wine is aromatic, refreshing, lighter in taste and tangy.",Can be consumed as an aperitif during meal with dessert or as a refreshing drink.,Serve chilled.
Canary Sweet Red 750ML,Wine,Domestic Wine,Rs. 750,N/A,1,Nepal,750ML,11.5%,Canary,https://cheers.com.np/liquor/product/canary-sweet-red-750ml,2023-09-24,Pure grape natural sweet red wine.,Colour: Impenetrable dark red with light red and purple hues around the edge.,Nose: Rich with fruity aromas with a hint of vanilla from well-integrated oak.
Lindeman's Cawarra Chardonnay 750ML,Wine,White Wine,"Rs. 1,850",N/A,1,Australia,750ML,13%,Lindeman's,https://cheers.com.np/liquor/product/lindemans-cawarra-chardonnay-750ml,2023-09-24,Colour: Straw coloured.,"Nose: Aromas of peach, nectarine and softly spiced oak.","Palate: Medium bodied, showing ripe tropical and stone fruits supported by integrated oak and a soft creamy finish."
Vina Serea Sweet White 750ML,Wine,White Wine,"Rs. 1,350",N/A,1,Spain,750ML,N/A,Vina Serea,https://cheers.com.np/liquor/product/vina-serea-sweet-white-750ml,2023-09-24,"This fresh and fruity wine from Spain has been selected for its light, easy drinking style. It's the ideal wine for every occasion.",Enjoy it with a wide range of savoury dishes or have a glass on its own.,
Vina Serea Sweet Red 750ML,Wine,Red Wine,"Rs. 1,350",N/A,1,Spain,750ML,11%,Vina Serea,https://cheers.com.np/liquor/product/vina-serea-sweet-red-750ml,2023-09-24,"This fresh and fruity wine from Spain has been selected for its light, easy drinking style. It's the ideal wine for every occasion.",Enjoy it with a wide range of savoury dishes or have a glass on its own.,
Villa Cardini Valpolicella 750ML,Wine,Red Wine,"Rs. 2,300",N/A,1,Italy,750ML,12%,Villa Cardini,https://cheers.com.np/liquor/product/villa-cardini-valpolicella-750ml,2023-09-24,Colour: Delightful red.,"Nose: Hints of dried morello cherries, herby fruit and coffee integrated with a distinct hit of spice.",Palate: Incredibly smooth and complex with soft tannins.
Villa Cardini Sangiovese 750ML,Wine,Red Wine,"Rs. 1,850",N/A,0,Italy,750ML,12.5%,Villa Cardini,https://cheers.com.np/liquor/product/villa-cardini-sangiovese-750ml,2023-09-24,"Sangiovese is originating in Italy whose name derives from Sanguis Jovis ""the blood of Jove"".",Nose: Light spicy aromas.,"Palate: Soft, juicy red cherry and strawberry flavors with creamy mid-palate. Gently spicy finish with notes of bitter cherry. Very ripe, modern and accessible style."
Villa Cardini Nero D'Avola 750ML,Wine,Red Wine,"Rs. 1,850",N/A,1,Italy,750ML,13%,Villa Cardini,https://cheers.com.np/liquor/product/villa-cardini-nero-davola-750ml,2023-09-24,"A dark red wine with aromas of spices and cherries. A structural, balanced and silky wine.","Nose: Filled with aromas of blackberries and plums with enticing undertones of mocha, spice and licorice.","Palate: Velvety and balanced, this full-bodied wine is well structured with a long finish."
Villa Cardini Chianti 750ML,Wine,Red Wine,"Rs. 2,100",N/A,0,Italy,750ML,13%,Villa Cardini,https://cheers.com.np/liquor/product/villa-cardini-chianti-750ml,2023-09-24,"Produced from grapes of Sangiovese, this dry red wine has an intensely bouquet with a fragrance of violet. It is suitable for the entire meal.","Nose: Light, earthy aroma with a hint of violets.","Palate: Velvety and balanced, this full-bodied wine is well structured with a long finish."
Villa Cardini Bardolino 750ML,Wine,Red Wine,"Rs. 1,950",N/A,1,Italy,750ML,12%,Villa Cardini,https://cheers.com.np/liquor/product/villa-cardini-bardolino-750ml,2023-09-24,Colour: Bright ruby red.,Nose: Bouquet of black pepper and black cherry.,Palate: Delicate and fruity with plum and cherry notes.
Veuve Bonneval Champagne 750ML,Wine,Champagne,"Rs. 5,600",N/A,1,France,750ML,12.5%,Veuve Bonneval,https://cheers.com.np/liquor/product/veuve-bonneval-champagne-750ml,2023-09-24,"Veuve Bonneval is made from Pinot Noir & Chardonnay in approximately equal quantities. Pale yellow with green shimmer; fast, fine bubbles. A Floral bouquet, in the mix of finesse and elegance. White flowers and aromas of toasted bread. The palate is very straightforward. Beautiful vivacity, full and long, supple.",A terrific little quaffer for any occasion and handy to have on hand when unexpected guests arrive.,
Ventisquero Vertice Carmenere Syrah 750ML,Wine,Red Wine,"Rs. 6,775",N/A,1,Chile,750ML,14%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-vertice-carmenere-syrah-750ml,2023-09-24,Carmenere 50% | Syrah 50%,Colour: Deep red with violet hues.,"Nose: The nose reveals black fruit, such as blackberries, intermingled with gentle spices, such as black pepper, damp earth, notes of native forest and a hint of graphite and soft spices."
Ventisquero Reserva Sauvignon Blanc 750ML,Wine,White Wine,"Rs. 2,685",N/A,0,Chile,750ML,12.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-reserva-sauvignon-blanc-750ml,2023-09-24,"Colour: Crystal-clear, pale yellow with light green hues.","Nose: The nose reveals a blend of citrus and tropical fruit, such as limes, grapefruits, pineapples and pears, complemented by floral notes and a hint of minerality.","Palate: Fresh, with vibrant acidity, this wine retains the freshness characteristic of Sauvignon Blanc. Citrus fruits are again apparent in the mouth, followed by a mineral finish, which contributes complexity."
Ventisquero Reserva Pinot Noir 750ML,Wine,Red Wine,"Rs. 2,685",N/A,0,Chile,750ML,13.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-reserva-pinot-noir-750ml,2023-09-24,Colour: Deep cherry with ruby hues.,"Nose: The nose reveals aromas of fresh fruit, such as strawberries and cherries, intermingled with vanilla notes from the barrel-ageing.","Palate: The mouth is fresh, with balanced acidity, smooth tannins and a long, clean and persistent finish."
Ventisquero Reserva Carmenere 750ML,Wine,Red Wine,"Rs. 2,685",N/A,0,Chile,750ML,13%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-reserva-carmenere-750ml,2023-09-24,Colour: Deep cherry red with maroon hues.,"Nose: The nose reveals black and red fruit, such as blueberries, blackberries, blackcurrants, strawberries and cherries, as well as spicy notes that blend harmoniously with hints of chocolate, tobacco and vanilla.","Palate: This wine has a wellbalanced body and big, smooth tannins which deliver a clean and elegant finish."
Ventisquero Queulat Sauvignon Blanc Gran Reserva 750ML,Wine,White Wine,"Rs. 3,690",N/A,1,Chile,750ML,13%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-queulat-sauvignon-blanc-gran-reserva-750ml,2023-09-24,"Colour: Crystal-clear, pale yellow with light green hues.","Nose: Good aromatic intensity, with intermingled citrus and tropical fruit aromas, such as grapefruit and lime, complemented by soft herbal notes, asparagus and freshly mown grass.","Palate: Tense and vibrant, this wine is fresh thanks to its crisp acidity, which contributes a clean and persistent finish, The citrus fruit and herbs come through again in the finish"
Ventisquero Queulat Pinot Noir Gran Reserva 750ML,Wine,Red Wine,"Rs. 3,690",N/A,1,Chile,750ML,13.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-queulat-pinot-noir-gran-reserva-750ml,2023-09-24,Colour: Deep cherry red wine with ruby hues.,Nose: Elegant aromas of fresh red berries such as strawberry and raspberry stand out. This is intermingled with soft notes of spices and touches of vanilla from the French oak ageing.,"Palate: Of delicate body but good acidity, this wine reveals fresh and soft tannins, providing a rounded and elegant pallet. Of good persistence, with the reappearance of fresh red fruit notes, vanilla and spices."
Ventisquero Queulat Cabernet Sauvignon Gran Reserva 750ML,Wine,Red Wine,"Rs. 3,690",N/A,1,Chile,750ML,13.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-queulat-cabernet-sauvignon-gran-reserva-750ml,2023-09-24,Colour: Ruby red with deep violet hints.,"Nose: The nose reveals red fruit, blackcurrants and delicate notes of plums, blackberries and a hint of vanilla.","Palate: The palate opens with abundant fruit-filled flavours, such as cherries and plums. The complexity stays right through its lengthy finish. Its soft tannins and good structure create a perfectly-balanced framework."
Ventisquero Pangea Syrah 750ML,Wine,Red Wine,"Rs. 9,820",N/A,1,Chile,750ML,14.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-pangea-syrah-750ml,2023-09-24,"Colour: Intense, dark red.","Nose: Delicious, complex aromas which come through in the mouth with soft notes of red and blueberries, harmoniously intermingled with spices like black pepper, dark chocolate and subtle notes of vanilla and caramel. This wine has an exceptional  combination of concentration, flavors and aromas.","Palate: This is a well-structured wine with plenty of  acidity and ripe, firm tannins."
Ventisquero Heru Pinot Noir 750ML,Wine,Red Wine,"Rs. 8,940",N/A,1,Chile,750ML,14%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-heru-pinot-noir-750ml,2023-09-24,Colour: Deep ruby.,"Nose: The  nose  opens  with  the  classic  red  fruit,  such  as  strawberries  and  wild  raspberries, typical of this noble variety. Notes of vanilla and spices intermingle subtly with a delicate minerality, making this a delightful and complex wine.","Palate: The  mouth  reveals  intense,  fruity  flavors  and  tannins  which  are  ripe,  well-rounded and integrated into the elegant structure. Long in the finish. The French oak frames the expressiveness of this distinctive and elegant wine."
Ventisquero Grey Ultra Limited Release 750ML,Wine,Red Wine,"Rs. 7,390",N/A,1,Chile,750ML,14%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-grey-ultra-limited-release-750ml,2023-09-24,Cabernet Sauvignon | Carmenere | Merlot | Petit Verdot,Colour: Deep scarlet.,"Nose: Intense aromas of red and black fruits such as plums, raspberries, blackberries and spicy notes."
Ventisquero Grey Merlot 750ML,Wine,Red Wine,"Rs. 3,785",N/A,0,Chile,750ML,13.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-grey-merlot-750ml,2023-09-24,Colour: Deep ruby red.,Nose: Very intense nose with prevalent strawberry fruit & ripe plums kissed with a touch of oak & chocolate from extended barrel aging.,"Palate: A complex, full-bodied, & boldly structured wine, it has a full mouthfeel & elegant, powder fine tannins culminating in a smooth & persistent finish."
Ventisquero Grey Chardonnay 750ML,Wine,White Wine,"Rs. 3,785",N/A,0,Chile,750ML,12.5%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-grey-chardonnay-750ml,2023-09-24,Colour: Bright pale yellow.,"Nose: The nose is elegant and complex  with prominent aromas of tropical fruit, such  as  papayas, mango  and  pineapple,  complemented  by  soft  notes  of  vanilla  and  dried  fruits  contributed  by  the  ageing in French oak.",Palate: This is a well-rounded wine with good body and delicious acidity. The finish is soft and dominated by tropical fruit and smooth vanilla.
Ventisquero Clasico Merlot 750ML,Wine,Red Wine,"Rs. 2,275",N/A,1,Chile,750ML,13%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-clasico-merlot-750ml,2023-09-24,Colour: Red with violet hues.,"Nose: The nose is predominated by plums and cherries, intermingled with notes of cinnamon, tobacco, vanilla and chocolate.",Palate: This very elegant wine is well-balanced with rounded body and velvety-smooth tannins.
Ventisquero Clasico Carmenere 750ML,Wine,Red Wine,"Rs. 2,275",N/A,1,Chile,750ML,13%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-clasico-carmenere-750ml,2023-09-24,Colour: Deep cherry-red.,"Nose: The bouquet is dominated by aromas of black and red fruit, such as blueberries, blackberries, blackcurrants, strawberries and cherries, as well as spicy notes that blend harmoniously with hints of chocolate and vanilla.","Palate: This smooth and well-balanced wine has mature, velvety tannins which give it a satisfying finish, where the notes of black fruits and chocolate reappear."
Ventisquero Clasico Cabernet Sauvignon 750ML,Wine,Red Wine,"Rs. 2,275",N/A,1,Chile,750ML,13%,Ventisquero,https://cheers.com.np/liquor/product/ventisquero-clasico-cabernet-sauvignon-750ml,2023-09-24,Colour: Intense ruby red.,"Nose: The nose reveals fresh red fruit, such as raspberries and strawberries, together with blueberries and blackcurrants, intermingled with notes of vanilla and chocolate.","Palate: Good body and balanced acidity, with ripe tannins, and a good balance between fruit and oak in the aftertaste."
Valdouro Porto White Port 750ML,Wine,White Wine,"Rs. 2,500",N/A,1,Portugal,750ML,19%,Valdouro,https://cheers.com.np/liquor/product/valdouro-porto-white-port-750ml,2023-09-24,Colour: Clear colour with a golden hue.,Nose: Complex floral aromas.,"Palate: Medium bodied palate, full of ripe fruit and a touch of honey before a long finish."
Valdouro Porto Tawny Red Port 750ML,Wine,Red Wine,"Rs. 2,500",N/A,1,Portugal,750ML,19%,Valdouro,https://cheers.com.np/liquor/product/valdouro-porto-tawny-red-port-750ml,2023-09-24,"A rich, full bodied, sweet fortified wine produced in the Douro region of Portugal.","Colour: Golden, toned, amber.",Nose: Aromas of raisin.
Valdouro Porto Ruby Port 750ML,Wine,Red Wine,"Rs. 2,500",N/A,1,Portugal,750ML,19%,Valdouro,https://cheers.com.np/liquor/product/valdouro-porto-ruby-port-750ml,2023-09-24,"Colour: Rich, tawny red colour.",Nose: Harmonious nose blending red fruit scents with wood notes.,"Palate: Full bodied hints of strawberry, raspberry and cranberry preserved with spice notes of caramel and toast."
Two Oceans Shiraz 750ML,Wine,Red Wine,"Rs. 2,170",N/A,1,South Africa,750ML,13.5%,Two Oceans,https://cheers.com.np/liquor/product/two-oceans-shiraz-750ml,2023-09-24,"Colour: Bright, vibrant red.",Nose: Intense aromas of raspberries and strawberries with a hint of white pepper and a smoky background as a result of subtle oakings.,"Palate: Juicy and soft on the palate with red berry fruit flavours and spicy, peppery nuances. The tannins are soft and mouth-filling with a lingering spicy finish."
Two Oceans Chardonnay 750ML,Wine,White Wine,"Rs. 2,170",N/A,1,South Africa,750ML,13.5%,Two Oceans,https://cheers.com.np/liquor/product/two-oceans-chardonnay-750ml,2023-09-24,Colour: Light straw with golden specs.,"Nose:Fruit dominated aromas of subtle citrus, apricot and lime with delicate oak nuances in the background.","Palate: This medium-bodied, lightly-oaked wine has abundant fruit flavours complemented by a fantastic acid/sugar balance to keep it lingering in the mouth."
Two Oceans Cabernet Sauvignon Merlot 750ML,Wine,Red Wine,"Rs. 2,170",N/A,1,South Africa,750ML,13.5%,Two Oceans,https://cheers.com.np/liquor/product/two-oceans-cabernet-sauvignon-merlot-750ml,2023-09-24,Colour: Bright ruby red.,Nose: An abundance of ripe berry fruit aromas with subtle oak spice in the background.,"Palate: A soft, fruit-driven wine with juicy berry fruit flavours and subtle hints of oak."
Tamburlaine Wine Lovers Shiraz 750ML,Wine,Red Wine,"Rs. 1,845",N/A,1,Australia,750ML,13.8%,Tamburlaine,https://cheers.com.np/liquor/product/tamburlaine-wine-lovers-shiraz-750ml,2023-09-24,Colour: Dark ruby.,Nose: Hints of licorice and black pepper.,Palate: Mouth-filling ripe raspberries and dark berries.
Sweet Lips Infusions Pineapple Coconut & Mexican Lime 750ML,Wine,Flavoured Wine,"Rs. 1,680",N/A,0,Australia,750ML,8%,Sweet Lips,https://cheers.com.np/liquor/product/sweet-lips-infusions-pineapple-coconut-mexican-lime-750ml,2023-09-24,"Start the evening with this refreshing, lightly spritzed aperitif, well chilled.",The all natural flavours resemble a fresh slightly acid sweet pineapple meshing with a rich smooth and creamy coconut background flavour.,"Mexican lime juice is used to lift and freshen the flavour, as well as adding subtle complexity."
